question_id,category,answer,predicted_answer,cleaned_answer,correct,mean_attention,entropy
131373003,other,horse,"
What is running across the beach?

The waves are running across the beach.",the,0,0.0017061233520507812,6.37109375
131374000,counting,3,"
How many open umbrellas are there on the beach?
There are two open umbrellas on the beach.",there,0,0.0016889572143554688,6.3828125
131374001,counting,3,"
How many umbrellas do you see?
There are 3 umbrellas in the image.",3,1,0.001697540283203125,6.3753662109375
131374002,other,grill,"
What is causing the smoke?

The smoke is caused by the fire in the fire pit.",the,0,0.001708984375,6.3712158203125
131374003,counting,4,"
How many striped objects are in the photo?
There are two striped objects in the photo.",there,0,0.001697540283203125,6.3753662109375
109277000,other,african american,"
What ethnicity is the man?
African American",african american,1,0.0017032623291015625,6.375
109277001,color recognition,blue,"
What color is the carpet in the middle of the floor?
The carpet in the middle of the floor is blue.",blue,1,0.0016889572143554688,6.3828125
109277002,yes/no,no,"
Does this room have a low ceiling?
No, the room has a high ceiling.",no,1,0.0017004013061523438,6.375244140625
131376000,color recognition,black,"
What color hat is this man wearing?
The man is wearing a black hat.",black,1,0.0017004013061523438,6.375244140625
131376001,color recognition,red,"
What color are the shoelaces?

The shoelaces are red.",red,1,0.0017032623291015625,6.375
131376002,other,shorts,"
Is the man wearing shorts or pants?
Shorts",shorts,1,0.0016946792602539062,6.37890625
131376003,yes/no,no,"
Is a person wearing a hooded sweatshirt?
No",no,1,0.00168609619140625,6.382080078125
131376004,yes/no,no,"
Is he wearing a helmet? No.
Is he wearing a hat? Yes.",no,1,0.0017032623291015625,6.375
131376005,comparison,down,"
Which way is the man's hat facing?
A. Forward
B. Backward",b,0,0.0016946792602539062,6.37890625
131376006,color recognition,white,"
What color is the guy's shirt?
The guy's shirt is white.",white,1,0.0016946792602539062,6.37890625
