image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_1_entropy,cluster_2_n_points,cluster_2_avg_strength,cluster_2_entropy,cluster_3_n_points,cluster_3_avg_strength,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy
128,other,What type of plane is this?,cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,84,0.4323603856280144,-0.1650390625,cargo,0,,,,,,,,,,,,,,,,,,,,,,,,
129,other,What is written on the picture?,dutchsimba,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,75,0.24085613703725037,-1.5078125,CAR,0,,,,,,,,,,,,,,,,,,,,,,,,
130,other,What shipping company is represented in the scene?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,70,0.42120178435270933,-2.265625,car,0,,,,,,,,,,,,,,,,,,,,,,,,
131,other,What airline is this plane from?,everts air cargo,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,38,0.9950776095662605,-1.8046875,cargo,0,,,,,,,,,,,,,,,,,,,,,,,,
132,other,How does the man get down from the machine?,stairs,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg,0,127,0.5652896050177357,-1.1796875,ladder,0,,,,,,,,,,,,,,,,,,,,,,,,
133,other,What is the picture of on wall?,abstract,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,64,0.41528624335672926,-1.53125,abstract,0,,,,,,,,,,,,,,,,,,,,,,,,
134,other,What is on the carpet?,rug,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,91,0.2849503939406946,-0.1611328125,rug,0,,,,,,,,,,,,,,,,,,,,,,,,
135,other,What are the ladies doing?,texting,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg,0,59,0.4744676240856151,-0.7578125,text,0,,,,,,,,,,,,,,,,,,,,,,,,
136,other,What is written on the street?,nothing,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,60,0.08862383997887571,-0.91015625,avenue,0,,,,,,,,,,,,,,,,,,,,,,,,
137,other,Urban or suburban?,urban,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,84,0.5403870470725987,-0.271484375,urban,0,,,,,,,,,,,,,,,,,,,,,,,,
138,other,What type of vehicle is on the left?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,45,0.3932345499233423,-0.1025390625,bus,0,,,,,,,,,,,,,,,,,,,,,,,,
139,other,What is being held green?,light,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,48,0.3276262382263817,-2.078125,stop,0,,,,,,,,,,,,,,,,,,,,,,,,
140,other,What time of day is it?,afternoon,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,55,0.5082642904052935,-0.9921875,afternoon,0,,,,,,,,,,,,,,,,,,,,,,,,
141,other,What country name is written as the highest word on the bus?,guatemala,http://images.cocodataset.org/train2014/COCO_train2014_000000546151.jpg,0,64,0.47040941365524935,-2.046875,gu,0,,,,,,,,,,,,,,,,,,,,,,,,
142,other,What is the skier standing on?,skis,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg,0,20,0.17994066921473117,-0.796875,skis,0,,,,,,,,,,,,,,,,,,,,,,,,
143,other,What is the person doing?,skiing,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg,0,80,0.43799982128202275,-0.2421875,ski,0,,,,,,,,,,,,,,,,,,,,,,,,
144,other,What infrastructure would one drive on to go perpendicular to the water?,boat,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg,0,41,0.4870788749191193,-0.70703125,boat,0,,,,,,,,,,,,,,,,,,,,,,,,
145,other,What pizza topping is this?,cheese,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg,0,115,0.5539360676512661,-0.11572265625,cheese,0,,,,,,,,,,,,,,,,,,,,,,,,
146,other,What is in the vase next to the flowers?,paper,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,82,0.373483205021688,-0.765625,paper,0,,,,,,,,,,,,,,,,,,,,,,,,
147,other,Are these flowers real or silk?,real,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,69,0.9570522548817079,-0.3515625,real,0,,,,,,,,,,,,,,,,,,,,,,,,
148,other,England's Queen mother and these blooms share what syllable?,sun,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg,0,84,0.4168983872438418,-2.546875,e,0,,,,,,,,,,,,,,,,,,,,,,,,
149,other,What emblem is on the cake?,words,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,88,0.49724997102899243,-2.125,none,0,,,,,,,,,,,,,,,,,,,,,,,,
150,other,Are they outside or in?,inside,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,85,0.5050363194912885,-0.796875,inside,0,,,,,,,,,,,,,,,,,,,,,,,,
151,other,What are the initials on the cake?,md,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,44,0.4052045397375615,-2.078125,mk,0,,,,,,,,,,,,,,,,,,,,,,,,
152,other,What utensil is in the pan?,knife,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,42,0.37506357371339427,-0.1025390625,knife,0,,,,,,,,,,,,,,,,,,,,,,,,
153,other,What is the red vegetable in the clear dish?,tomato,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg,0,126,0.462693276587144,-0.5546875,tomato,0,,,,,,,,,,,,,,,,,,,,,,,,
154,other,What tree is on the left?,evergreen,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,58,0.4622615838192368,-1.9296875,bush,0,,,,,,,,,,,,,,,,,,,,,,,,
155,other,What is the material right around the clock?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,64,0.4260505181722449,-0.53515625,brick,0,,,,,,,,,,,,,,,,,,,,,,,,
156,other,How tall is this building?,100 feet,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,4,0.125,-1.7421875,2,0,,,,,,,,,,,,,,,,,,,,,,,,
157,other,What materials are on the roof?,shingles,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,69,0.47422507413056214,-1.46875,tiles,0,,,,,,,,,,,,,,,,,,,,,,,,
158,other,What is in gold at the top of the building?,clock,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,85,0.45997517312908354,-0.4765625,bell,0,,,,,,,,,,,,,,,,,,,,,,,,
159,other,What are on both side of the building?,trees,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,43,0.3551916897132251,-0.609375,trees,0,,,,,,,,,,,,,,,,,,,,,,,,
160,other,What is around the tree?,building,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,59,0.2418102385965965,-1.671875,bush,0,,,,,,,,,,,,,,,,,,,,,,,,
161,other,What is the woman doing in this photo?,petting sheep,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,81,0.9601231630918814,-0.2578125,pet,0,,,,,,,,,,,,,,,,,,,,,,,,
162,other,What are the sheep standing on?,hay,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,79,0.3258483157117386,-0.2275390625,hay,0,,,,,,,,,,,,,,,,,,,,,,,,
163,other,What is the woman feeding the animal?,hay,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg,0,38,0.34508657970685663,-0.99609375,hay,0,,,,,,,,,,,,,,,,,,,,,,,,
164,other,What type of silverware is on the plates?,knife and spoon,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg,0,43,0.4014672377023071,-0.92578125,knife,0,,,,,,,,,,,,,,,,,,,,,,,,
165,other,What is the man holding in his left hand?,ski pole,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,46,0.3970571170989541,-0.451171875,ski,0,,,,,,,,,,,,,,,,,,,,,,,,
166,other,What is the color of the zipper?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,1,66,0.4859075159181198,-0.640625,black,1,15.0,0.06672524578740678,0.9877812438119247,,,,,,,,,,,,,,,,,,,,,
167,other,Are the boots a solid color or patterned?,patterned,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,102,0.5800390819238639,-0.380859375,solid,0,,,,,,,,,,,,,,,,,,,,,,,,
168,other,What are the people doing in the street?,walking,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,32,0.9695520560752632,-0.18359375,walking,0,,,,,,,,,,,,,,,,,,,,,,,,
169,other,What is floating near the bird?,ice,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg,0,79,0.40931444422324037,-1.0859375,ice,0,,,,,,,,,,,,,,,,,,,,,,,,
170,other,What brand of soda is advertised?,pepsi,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,35,0.9475844397962404,-0.12451171875,pe,0,,,,,,,,,,,,,,,,,,,,,,,,
171,other,What Mexican food restaurant chain is advertised?,del taco,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,27,0.2681038457210367,-2.21875,el,0,,,,,,,,,,,,,,,,,,,,,,,,
172,other,How is the turnout?,good,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,63,0.5221877270711454,-1.1640625,good,0,,,,,,,,,,,,,,,,,,,,,,,,
173,other,What is the large sculpture next to the oversized cola bottle?,building,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,1,60,0.998545405750824,-1.3359375,statue,1,16.0,0.007092683843581162,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,
174,other,What time is it?,1:50,http://images.cocodataset.org/train2014/COCO_train2014_000000000138.jpg,0,512,0.0,-0.5703125,1,0,,,,,,,,,,,,,,,,,,,,,,,,
175,other,What continent might this be?,africa,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg,0,39,0.825600737571959,-0.12451171875,africa,0,,,,,,,,,,,,,,,,,,,,,,,,
176,other,What type of fruit is on the plate?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg,0,56,0.3597059682802064,-0.5,banana,0,,,,,,,,,,,,,,,,,,,,,,,,
177,other,What is in the blue chair?,teddy bears,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,1,131,0.6665925661200824,-0.9296875,teddy,1,30.0,0.047483430494213136,0.9293660280485275,,,,,,,,,,,,,,,,,,,,,
178,other,What type of footwear is the person wearing?,socks,http://images.cocodataset.org/train2014/COCO_train2014_000000131215.jpg,0,96,0.6911971737147169,-0.87890625,socks,0,,,,,,,,,,,,,,,,,,,,,,,,
179,other,What are the animals doing?,eating,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg,0,128,0.34873756454639904,-0.43359375,eating,0,,,,,,,,,,,,,,,,,,,,,,,,
180,other,What type of animal is in the picture?,giraffe,http://images.cocodataset.org/train2014/COCO_train2014_000000000144.jpg,0,128,0.4705585730047087,-0.08984375,gira,0,,,,,,,,,,,,,,,,,,,,,,,,
181,other,What does the front of the bus say at the top?,special,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,0,60,0.4307020168758695,-0.1513671875,special,0,,,,,,,,,,,,,,,,,,,,,,,,
182,other,What direction are the animals heading?,right,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg,0,43,0.3434598023984506,-0.91015625,left,0,,,,,,,,,,,,,,,,,,,,,,,,
183,other,Is the zebra walking or standing still?,walking,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg,0,61,0.6725915550576831,-0.7578125,walking,0,,,,,,,,,,,,,,,,,,,,,,,,
184,other,Number of animals?,3,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg,0,512,0.0,-0.1201171875,3,0,,,,,,,,,,,,,,,,,,,,,,,,
185,other,What is on the plate?,cupcake,http://images.cocodataset.org/train2014/COCO_train2014_000000393375.jpg,1,138,0.6452513636789199,-0.08154296875,cupcake,1,15.0,0.027952337447675713,0.9285012313356799,,,,,,,,,,,,,,,,,,,,,
186,other,What are the pink pieces of paper called?,post-its,http://images.cocodataset.org/train2014/COCO_train2014_000000393375.jpg,0,59,0.4513485445971633,-0.6640625,post,0,,,,,,,,,,,,,,,,,,,,,,,,
187,other,What is the green stuff?,broccoli,http://images.cocodataset.org/train2014/COCO_train2014_000000393379.jpg,0,62,0.3893171609602292,-0.1025390625,bro,0,,,,,,,,,,,,,,,,,,,,,,,,
188,other,Is this a finger food or dish?,dish,http://images.cocodataset.org/train2014/COCO_train2014_000000393379.jpg,1,96,0.5289167969473132,-0.3984375,dish,1,32.0,0.059713710439985565,0.954434002924965,,,,,,,,,,,,,,,,,,,,,
189,other,What ICING IS USED ON THIS CAKE?,vanilla,http://images.cocodataset.org/train2014/COCO_train2014_000000262308.jpg,0,47,0.9445081522389703,-1.4765625,butter,0,,,,,,,,,,,,,,,,,,,,,,,,
190,other,What is the figure on the cupcake?,soldier,http://images.cocodataset.org/train2014/COCO_train2014_000000262308.jpg,3,114,0.586387710355292,-1.0078125,soldier,3,15.0,0.04579060012151623,0.9500685975366211,17.0,0.05596370450087431,0.8846148739279867,18.0,0.05307072670078095,0.8424887242433627,,,,,,,,,,,,,,,
191,other,What flavor is the cupcake?,vanilla,http://images.cocodataset.org/train2014/COCO_train2014_000000262308.jpg,0,70,0.46330135245001935,-0.1650390625,vanilla,0,,,,,,,,,,,,,,,,,,,,,,,,
192,other,What is the woman doing?,cutting tie,http://images.cocodataset.org/train2014/COCO_train2014_000000000165.jpg,0,63,0.4345588999217513,-0.3359375,cutting,0,,,,,,,,,,,,,,,,,,,,,,,,
193,other,What room is this?,living room,http://images.cocodataset.org/train2014/COCO_train2014_000000415089.jpg,0,52,0.3471666812978765,-1.5234375,living,0,,,,,,,,,,,,,,,,,,,,,,,,
194,other,What is the boy doing?,herding,http://images.cocodataset.org/train2014/COCO_train2014_000000131245.jpg,0,39,0.3635314444230433,-1.6484375,her,0,,,,,,,,,,,,,,,,,,,,,,,,
195,other,What animal is on the walls?,fish,http://images.cocodataset.org/train2014/COCO_train2014_000000393394.jpg,0,52,0.31468446445102105,-1.25,none,0,,,,,,,,,,,,,,,,,,,,,,,,
196,other,Sunny or overcast?,overcast,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg,0,75,0.45553864636694325,-0.0986328125,over,0,,,,,,,,,,,,,,,,,,,,,,,,
197,other,What is the color of the roof shingles?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg,0,55,0.41580914422528575,-0.7890625,brown,0,,,,,,,,,,,,,,,,,,,,,,,,
198,other,What symbol sits atop the tower?,cross,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg,0,56,0.3761716181342794,-0.2275390625,cross,0,,,,,,,,,,,,,,,,,,,,,,,,
199,other,What is the grate for?,toaster oven,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg,0,60,0.9897392680762344,-1.8515625,cooking,0,,,,,,,,,,,,,,,,,,,,,,,,
200,other,What time is it?,11:55,http://images.cocodataset.org/train2014/COCO_train2014_000000262329.jpg,0,4,0.125,-0.92578125,1,0,,,,,,,,,,,,,,,,,,,,,,,,
201,other,What is the brown object with a clock on it?,birdhouse,http://images.cocodataset.org/train2014/COCO_train2014_000000262329.jpg,0,63,0.42958364746626104,-1.3515625,house,0,,,,,,,,,,,,,,,,,,,,,,,,
202,other,What number bus is this?,892,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg,1,59,0.9840810016463664,-0.1025390625,8,1,17.0,0.01587624669244861,0.9774178175281716,,,,,,,,,,,,,,,,,,,,,
203,other,What is the woman holding?,hair dryer,http://images.cocodataset.org/train2014/COCO_train2014_000000524476.jpg,0,39,0.3599985994381009,-1.0859375,hair,0,,,,,,,,,,,,,,,,,,,,,,,,
204,other,What shape is at the bottom of the pole?,rectangle,http://images.cocodataset.org/train2014/COCO_train2014_000000257513.jpg,1,42,0.3958613510767189,-0.828125,round,1,15.0,0.16775294093962778,0.7835807040488099,,,,,,,,,,,,,,,,,,,,,
205,other,What type of bed is in the picture?,bunk bed,http://images.cocodataset.org/train2014/COCO_train2014_000000257513.jpg,0,56,0.4128541393497338,-0.11572265625,b,0,,,,,,,,,,,,,,,,,,,,,,,,
206,other,What is he cooking?,hot dogs,http://images.cocodataset.org/train2014/COCO_train2014_000000524486.jpg,0,34,0.35392592490590624,-0.1650390625,hot,0,,,,,,,,,,,,,,,,,,,,,,,,
207,other,Is this a new or ancient clock?,ancient,http://images.cocodataset.org/train2014/COCO_train2014_000000458785.jpg,1,120,0.7545932896150708,-0.283203125,ancient,1,15.0,0.033816447852981275,0.0,,,,,,,,,,,,,,,,,,,,,
208,other,What time does the clock read?,12:55,http://images.cocodataset.org/train2014/COCO_train2014_000000458785.jpg,0,4,0.125,-1.2890625,3,0,,,,,,,,,,,,,,,,,,,,,,,,
209,other,What mountain was this taken at?,lookout,http://images.cocodataset.org/train2014/COCO_train2014_000000000201.jpg,0,113,0.4504065393345836,-2.140625,as,0,,,,,,,,,,,,,,,,,,,,,,,,
210,other,What is the black thing he is wearing?,apron,http://images.cocodataset.org/train2014/COCO_train2014_000000393418.jpg,0,61,0.5263895728975607,-0.18359375,ap,0,,,,,,,,,,,,,,,,,,,,,,,,
211,other,What is the man doing in the picture?,cooking,http://images.cocodataset.org/train2014/COCO_train2014_000000393418.jpg,0,49,0.4313056653939651,-0.38671875,cooking,0,,,,,,,,,,,,,,,,,,,,,,,,
212,other,What is the cartoon man presenting to the cartoon woman?,ring,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,0,73,0.44474962618365627,-0.421875,ring,0,,,,,,,,,,,,,,,,,,,,,,,,
213,other,What does the sign with the white arrow say?,one way,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,0,35,0.9791090699516125,-0.1025390625,one,0,,,,,,,,,,,,,,,,,,,,,,,,
214,other,"What is above the ""No Left Turn"" sign?",one way,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,0,36,0.26834651591765246,-1.2265625,one,0,,,,,,,,,,,,,,,,,,,,,,,,
215,other,What is the sign says?,stop,http://images.cocodataset.org/train2014/COCO_train2014_000000393422.jpg,0,67,0.3970384976750452,-0.111328125,stop,0,,,,,,,,,,,,,,,,,,,,,,,,
216,other,What gender are both of the children likely to be?,female,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg,0,99,0.552682440780101,-1.1171875,female,0,,,,,,,,,,,,,,,,,,,,,,,,
217,other,What is the one girl doing to the other girl's hair?,brushing,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg,0,74,0.9073012530855787,-0.54296875,br,0,,,,,,,,,,,,,,,,,,,,,,,,
218,other,Something new to wear with a men's shirt?,tie,http://images.cocodataset.org/train2014/COCO_train2014_000000448671.jpg,0,44,0.5889182624060959,-0.439453125,tie,0,,,,,,,,,,,,,,,,,,,,,,,,
219,other,How much did they pay for the hot dogs?,1,http://images.cocodataset.org/train2014/COCO_train2014_000000393428.jpg,0,71,0.5050201933998173,-1.359375,2,0,,,,,,,,,,,,,,,,,,,,,,,,
220,other,What is in the man's hand?,tennis racket,http://images.cocodataset.org/train2014/COCO_train2014_000000554301.jpg,0,99,0.46726362849707764,-0.890625,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
221,other,What silverware is on the table?,knife and fork,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg,1,84,0.5225684486003475,-0.94140625,fork,1,16.0,0.10848741075125407,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,
222,other,What type of animal is it?,cat,http://images.cocodataset.org/train2014/COCO_train2014_000000393432.jpg,0,58,0.5171052742208547,-0.111328125,cat,0,,,,,,,,,,,,,,,,,,,,,,,,
223,other,What is the man standing on?,sand,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,0,41,0.3756857385436473,-0.314453125,sand,0,,,,,,,,,,,,,,,,,,,,,,,,
224,other,What are these men standing in front of?,ocean,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,0,74,0.3719059355476099,-0.67578125,ocean,0,,,,,,,,,,,,,,,,,,,,,,,,
225,other,What is the temperature outside?,cold,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,0,42,0.668142957330049,-1.34375,cold,0,,,,,,,,,,,,,,,,,,,,,,,,
