question_type,question,prefix,prompt,ground_truth,top_4_tokens,model_answer,image_url
other,What two vegetables can be seen on the pizza?,Answer:,Answer with one word: What two vegetables can be seen on the pizza? What two vegetables can be seen on the pizza? Answer:,none,"[""Car"", ""Pot"", ""Par"", ""Corn""]",Car,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
other,What condiment is on the potatoes?,Answer:,Answer with one word: What condiment is on the potatoes? What condiment is on the potatoes? Answer:,butter,"[""But"", ""May"", ""Must"", ""Par""]",But,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
other,What sauces are shown?,Answer:,Answer with one word: What sauces are shown? What sauces are shown? Answer:,butter,"[""Must"", ""May"", ""But"", ""None""]",Must,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
other,What is mainly featured?,Answer:,Answer with one word: What is mainly featured? What is mainly featured? Answer:,hot dog,"[""Hot"", ""Bun"", ""Sand"", ""Car""]",Hot,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
other,What is the pattern on the vase?,Answer:,Answer with one word: What is the pattern on the vase? What is the pattern on the vase? Answer:,floral,"[""Flor"", ""Flow"", ""What"", ""F""]",Flor,http://images.cocodataset.org/train2014/COCO_train2014_000000393306.jpg
other,What is the primary color of the bathroom?,Answer:,Answer with one word: What is the primary color of the bathroom? What is the primary color of the bathroom? Answer:,yellow,"[""Green"", ""White"", ""Blue"", ""Orange""]",Green,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
other,What is printed on the orange sign?,Answer:,Answer with one word: What is printed on the orange sign? What is printed on the orange sign? Answer:,pizza,"[""Peace"", ""Let"", ""Way"", ""Word""]",Peace,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg
other,What is the name of the hotel?,Answer:,Answer with one word: What is the name of the hotel? What is the name of the hotel? Answer:,peace way,"[""Peace"", ""Way"", ""What"", ""Hotel""]",Peace,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg
other,What mode of transportation is pictured?,Answer:,Answer with one word: What mode of transportation is pictured? What mode of transportation is pictured? Answer:,car,"[""Car"", ""Tax"", ""Van"", ""Bus""]",Car,http://images.cocodataset.org/train2014/COCO_train2014_000000000094.jpg
other,What airline is this?,Answer:,Answer with one word: What airline is this? What airline is this? Answer:,everts air cargo,"[""Air"", ""Atlas"", ""Era"", ""Aer""]",Air,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
other,The plane's stand resembles what letter?,Answer:,Answer with one word: The plane's stand resembles what letter? The plane's stand resembles what letter? Answer:,a,"[""E"", ""A"", ""B"", ""L""]",E,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
other,What type of plane is this?,Answer:,Answer with one word: What type of plane is this? What type of plane is this? Answer:,cargo,"[""Air"", ""Prop"", ""Pass"", ""Jet""]",Air,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
other,What is written on the picture?,Answer:,Answer with one word: What is written on the picture? What is written on the picture? Answer:,dutchsimba,"[""Dutch"", ""What"", ""dut"", ""what""]",Dutch,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
other,What shipping company is represented in the scene?,Answer:,Answer with one word: What shipping company is represented in the scene? What shipping company is represented in the scene? Answer:,everts air cargo,"[""Air"", ""Atlas"", ""Fed"", ""Pan""]",Air,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
other,What airline is this plane from?,Answer:,Answer with one word: What airline is this plane from? What airline is this plane from? Answer:,everts air cargo,"[""Air"", ""Atlas"", ""Era"", ""Aer""]",Air,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
other,How does the man get down from the machine?,Answer:,Answer with one word: How does the man get down from the machine? How does the man get down from the machine? Answer:,stairs,"[""Lad"", ""Ste"", ""With"", ""lad""]",Lad,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
other,What is the picture of on wall?,Answer:,Answer with one word: What is the picture of on wall? What is the picture of on wall? Answer:,abstract,"[""Person"", ""Picture"", ""Family"", ""People""]",Person,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
other,What is on the carpet?,Answer:,Answer with one word: What is on the carpet? What is on the carpet? Answer:,rug,"[""Mat"", ""Car"", ""Chair"", ""Table""]",Mat,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
other,What are the ladies doing?,Answer:,Answer with one word: What are the ladies doing? What are the ladies doing? Answer:,texting,"[""Text"", ""Looking"", ""Using"", ""They""]",Text,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg
other,What is written on the street?,Answer:,Answer with one word: What is written on the street? What is written on the street? Answer:,nothing,"[""Green"", ""Street"", ""What"", ""Gre""]",Green,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
other,Urban or suburban?,Answer:,Answer with one word: Urban or suburban? Urban or suburban? Answer:,urban,"[""Urban"", ""Sub"", ""City"", ""urban""]",Urban,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
other,What type of vehicle is on the left?,Answer:,Answer with one word: What type of vehicle is on the left? What type of vehicle is on the left? Answer:,bus,"[""Bus"", ""Car"", ""Van"", ""Train""]",Bus,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
other,What is being held green?,Answer:,Answer with one word: What is being held green? What is being held green? Answer:,light,"[""Bag"", ""Hand"", ""Sign"", ""Pur""]",Bag,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
other,What time of day is it?,Answer:,Answer with one word: What time of day is it? What time of day is it? Answer:,afternoon,"[""Day"", ""Even"", ""Mor"", ""Night""]",Day,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
other,What country name is written as the highest word on the bus?,Answer:,Answer with one word: What country name is written as the highest word on the bus? What country name is written as the highest word on the bus? Answer:,guatemala,"[""India"", ""Mexico"", ""China"", ""Nep""]",India,http://images.cocodataset.org/train2014/COCO_train2014_000000546151.jpg
other,What is the skier standing on?,Answer:,Answer with one word: What is the skier standing on? What is the skier standing on? Answer:,skis,"[""Snow"", ""Ski"", ""Mountain"", ""Ice""]",Snow,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg
other,What is the person doing?,Answer:,Answer with one word: What is the person doing? What is the person doing? Answer:,skiing,"[""Ski"", ""Cross"", ""Walk"", ""What""]",Ski,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg
other,What infrastructure would one drive on to go perpendicular to the water?,Answer:,Answer with one word: What infrastructure would one drive on to go perpendicular to the water? What infrastructure would one drive on to go perpendicular to the water? Answer:,boat,"[""Bridge"", ""Road"", ""Street"", ""Highway""]",Bridge,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg
other,What pizza topping is this?,Answer:,Answer with one word: What pizza topping is this? What pizza topping is this? Answer:,cheese,"[""Che"", ""Tom"", ""None"", ""Veg""]",Che,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg
other,What is in the vase next to the flowers?,Answer:,Answer with one word: What is in the vase next to the flowers? What is in the vase next to the flowers? Answer:,paper,"[""Pap"", ""Orig"", ""Sun"", ""Flow""]",Pap,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg
other,Are these flowers real or silk?,Answer:,Answer with one word: Are these flowers real or silk? Are these flowers real or silk? Answer:,real,"[""Real"", ""Sil"", ""Yes"", ""Flow""]",Real,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg
other,England's Queen mother and these blooms share what syllable?,Answer:,Answer with one word: England's Queen mother and these blooms share what syllable? England's Queen mother and these blooms share what syllable? Answer:,sun,"[""Elizabeth"", ""Sun"", ""England"", ""E""]",Elizabeth,http://images.cocodataset.org/train2014/COCO_train2014_000000305853.jpg
other,What emblem is on the cake?,Answer:,Answer with one word: What emblem is on the cake? What emblem is on the cake? Answer:,words,"[""Cross"", ""Star"", ""Crown"", ""None""]",Cross,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg
other,Are they outside or in?,Answer:,Answer with one word: Are they outside or in? Are they outside or in? Answer:,inside,"[""Inside"", ""Out"", ""Are"", ""Ind""]",Inside,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg
other,What are the initials on the cake?,Answer:,Answer with one word: What are the initials on the cake? What are the initials on the cake? Answer:,md,"[""What"", ""J"", ""D"", ""R""]",What,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg
other,What utensil is in the pan?,Answer:,Answer with one word: What utensil is in the pan? What utensil is in the pan? Answer:,knife,"[""Spo"", ""But"", ""None"", ""Kn""]",Spo,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg
other,What is the red vegetable in the clear dish?,Answer:,Answer with one word: What is the red vegetable in the clear dish? What is the red vegetable in the clear dish? Answer:,tomato,"[""Tom"", ""Cher"", ""Wat"", ""Tomatoes""]",Tom,http://images.cocodataset.org/train2014/COCO_train2014_000000262261.jpg
other,What tree is on the left?,Answer:,Answer with one word: What tree is on the left? What tree is on the left? Answer:,evergreen,"[""Oak"", ""Map"", ""Green"", ""Will""]",Oak,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
other,What is the material right around the clock?,Answer:,Answer with one word: What is the material right around the clock? What is the material right around the clock? Answer:,wood,"[""Wood"", ""Stone"", ""Metal"", ""Con""]",Wood,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
other,How tall is this building?,Answer:,Answer with one word: How tall is this building? How tall is this building? Answer:,100 feet,"[""Very"", ""How"", ""Not"", ""This""]",Very,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
other,What materials are on the roof?,Answer:,Answer with one word: What materials are on the roof? What materials are on the roof? Answer:,shingles,"[""Wood"", ""Metal"", ""Clay"", ""Stone""]",Wood,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
other,What is in gold at the top of the building?,Answer:,Answer with one word: What is in gold at the top of the building? What is in gold at the top of the building? Answer:,clock,"[""Let"", ""Num"", ""Roman"", ""Gold""]",Let,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
other,What are on both side of the building?,Answer:,Answer with one word: What are on both side of the building? What are on both side of the building? Answer:,trees,"[""Bush"", ""Tre"", ""Windows"", ""Flow""]",Bush,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
other,What is around the tree?,Answer:,Answer with one word: What is around the tree? What is around the tree? Answer:,building,"[""Bush"", ""Flow"", ""F"", ""Le""]",Bush,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
other,What is the woman doing in this photo?,Answer:,Answer with one word: What is the woman doing in this photo? What is the woman doing in this photo? Answer:,petting sheep,"[""Pet"", ""She"", ""What"", ""Looking""]",Pet,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg
other,What are the sheep standing on?,Answer:,Answer with one word: What are the sheep standing on? What are the sheep standing on? Answer:,hay,"[""Hay"", ""Bed"", ""What"", ""St""]",Hay,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg
other,What is the woman feeding the animal?,Answer:,Answer with one word: What is the woman feeding the animal? What is the woman feeding the animal? Answer:,hay,"[""Hay"", ""Mil"", ""Food"", ""She""]",Hay,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg
